player_id,position_matches,matches_matches,wins_matches,losses_matches,wl_ratio_matches,ties_matches,kills_matches,deaths_matches,killstreak_matches,damage_dealt_matches,arrows_shot_matches,arrows_hit_matches,wools_matches,wools_touched_matches,flags_matches,flags_picked_matches,cores_matches,monuments_matches,position_pvp,matches_pvp,wins_pvp,losses_pvp,wl_ratio_pvp,ties_pvp,kills_pvp,deaths_pvp,killstreak_pvp,damage_dealt_pvp,arrows_shot_pvp,arrows_hit_pvp,wools_pvp,wools_touched_pvp,flags_pvp,flags_picked_pvp,cores_pvp,monuments_pvp,position_objectives,matches_objectives,wins_objectives,losses_objectives,wl_ratio_objectives,ties_objectives,kills_objectives,deaths_objectives,killstreak_objectives,damage_dealt_objectives,arrows_shot_objectives,arrows_hit_objectives,wools_objectives,wools_touched_objectives,flags_objectives,flags_picked_objectives,cores_objectives,monuments_objectives
player_5e171ae63728,#1395,663.0,260.0,403.0,0.65,0.0,,,,,,,,,,,,,#3409,,,,,,871.0,2207.0,15.0,16.5,6604.0,1303.0,,,,,,,#2456,,,,,,,,,,,,7.0,47.0,8.0,18.0,2.0,9.0
player_ee14a8797782,#1396,663.0,318.0,345.0,0.92,0.0,,,,,,,,,,,,,#1014,,,,,,4933.0,5470.0,16.0,112.5,51311.0,16841.0,,,,,,,#1733,,,,,,,,,,,,12.0,83.0,24.0,76.0,4.0,30.0
player_3c7bb77c7b71,#1398,662.0,354.0,308.0,1.15,0.0,,,,,,,,,,,,,#492,,,,,,10526.0,7479.0,9.0,219.0,30222.0,15398.0,,,,,,,#755,,,,,,,,,,,,45.0,96.0,36.0,75.0,1.0,21.0
player_885e6f389536,#1399,662.0,329.0,332.0,0.99,1.0,,,,,,,,,,,,,#896,,,,,,5673.0,4706.0,15.0,114.0,22647.0,7012.0,,,,,,,#3068,,,,,,,,,,,,5.0,31.0,6.0,26.0,1.0,3.0
player_f13720d33ae3,#1400,661.0,319.0,342.0,0.93,0.0,,,,,,,,,,,,,#1223,,,,,,3961.0,2930.0,27.0,115.0,45620.0,11566.0,,,,,,,#1220,,,,,,,,,,,,21.0,94.0,1.0,11.0,11.0,38.0
player_2cd99b2a393c,#1401,661.0,291.0,370.0,0.79,0.0,,,,,,,,,,,,,#2166,,,,,,1816.0,2493.0,15.0,25.0,7589.0,4029.0,,,,,,,#1197,,,,,,,,,,,,22.0,71.0,19.0,48.0,1.0,11.0
player_6589955d8c87,#1402,661.0,275.0,385.0,0.71,1.0,,,,,,,,,,,,,#2163,,,,,,1819.0,3571.0,15.0,25.5,22983.0,8060.0,,,,,,,#1517,,,,,,,,,,,,15.0,105.0,44.0,105.0,0.0,9.0
player_275e0a31fa71,#1403,660.0,307.0,353.0,0.87,0.0,,,,,,,,,,,,,#1736,,,,,,2505.0,3647.0,14.0,58.0,35041.0,9173.0,,,,,,,#2985,,,,,,,,,,,,5.0,27.0,32.0,91.0,2.0,13.0
player_52a07174e21b,#1404,660.0,307.0,353.0,0.87,0.0,,,,,,,,,,,,,#818,,,,,,6356.0,4289.0,11.0,121.5,1810.0,14289.0,,,,,,,#1067,,,,,,,,,,,,26.0,118.0,21.0,49.0,17.0,46.0
player_b625ee1d9b6d,#1405,659.0,329.0,330.0,1.0,0.0,,,,,,,,,,,,,#1391,,,,,,3340.0,2407.0,24.0,58.5,49786.0,13173.0,,,,,,,#1623,,,,,,,,,,,,14.0,45.0,8.0,32.0,2.0,22.0
player_4324e04a14bb,#1406,659.0,268.0,391.0,0.69,0.0,,,,,,,,,,,,,#1747,,,,,,2495.0,2849.0,12.0,37.5,3970.0,3883.0,,,,,,,#3038,,,,,,,,,,,,5.0,48.0,2.0,8.0,0.0,6.0
player_12ea0aa637f8,#1407,659.0,249.0,409.0,0.61,1.0,,,,,,,,,,,,,#1719,,,,,,2536.0,3672.0,9.0,75.5,2838.0,4235.0,,,,,,,#1178,,,,,,,,,,,,22.0,84.0,21.0,49.0,0.0,15.0
player_640d4506ed37,#1408,658.0,251.0,407.0,0.62,0.0,,,,,,,,,,,,,#1312,,,,,,3575.0,4181.0,3.0,29.5,615.0,5944.0,,,,,,,#1996,,,,,,,,,,,,10.0,97.0,17.0,34.0,4.0,25.0
player_ed960bf946c3,#1410,656.0,320.0,336.0,0.95,0.0,,,,,,,,,,,,,#1440,,,,,,3204.0,3785.0,11.0,53.5,18426.0,5334.0,,,,,,,#550,,,,,,,,,,,,70.0,161.0,58.0,133.0,4.0,39.0
player_803b183022c9,#1411,655.0,307.0,343.0,0.9,5.0,,,,,,,,,,,,,#686,,,,,,7672.0,7681.0,11.0,169.5,44236.0,16007.0,,,,,,,#2439,,,,,,,,,,,,7.0,47.0,17.0,43.0,2.0,5.0
player_0604a2e89022,#1412,655.0,268.0,387.0,0.69,0.0,,,,,,,,,,,,,#1689,,,,,,2608.0,4475.0,4.0,38.0,1697.0,9024.0,,,,,,,#1909,,,,,,,,,,,,10.0,49.0,20.0,51.0,2.0,7.0
player_fb584c34cdcd,#1413,654.0,270.0,383.0,0.7,1.0,,,,,,,,,,,,,#1473,,,,,,3080.0,4019.0,12.0,54.0,30505.0,9895.0,,,,,,,#1983,,,,,,,,,,,,10.0,43.0,4.0,15.0,0.0,16.0
player_848c08282732,#1414,654.0,249.0,405.0,0.61,0.0,,,,,,,,,,,,,#2161,,,,,,1822.0,3504.0,7.0,35.5,46236.0,10139.0,,,,,,,#2592,,,,,,,,,,,,6.0,24.0,12.0,46.0,0.0,4.0
player_5d3390a61ea2,#1415,653.0,297.0,355.0,0.84,1.0,,,,,,,,,,,,,#1050,,,,,,4741.0,2645.0,25.0,85.5,9502.0,5970.0,,,,,,,#1478,,,,,,,,,,,,16.0,56.0,41.0,78.0,2.0,6.0
player_6c8c9d009bcc,#1416,652.0,277.0,375.0,0.74,0.0,,,,,,,,,,,,,#1425,,,,,,3249.0,2766.0,19.0,71.0,26556.0,7816.0,,,,,,,#2172,,,,,,,,,,,,8.0,42.0,5.0,18.0,0.0,8.0
player_dde5e9efc233,#1417,652.0,269.0,383.0,0.7,0.0,,,,,,,,,,,,,#1692,,,,,,2604.0,3569.0,23.0,42.5,13698.0,3965.0,,,,,,,#1376,,,,,,,,,,,,18.0,67.0,16.0,59.0,4.0,18.0
player_62ead33e7851,#1418,651.0,283.0,368.0,0.77,0.0,,,,,,,,,,,,,#1474,,,,,,3079.0,4449.0,14.0,36.5,5351.0,6677.0,,,,,,,#1790,,,,,,,,,,,,11.0,55.0,3.0,22.0,0.0,9.0
player_6b1624d813dd,#1419,651.0,295.0,352.0,0.84,4.0,,,,,,,,,,,,,#1387,,,,,,3350.0,3414.0,14.0,47.0,15787.0,6647.0,,,,,,,#1072,,,,,,,,,,,,26.0,87.0,23.0,68.0,3.0,10.0
player_0c47b2b7661d,#1420,649.0,323.0,325.0,0.99,1.0,,,,,,,,,,,,,#655,,,,,,8107.0,7970.0,12.0,142.0,42012.0,16755.0,,,,,,,#2083,,,,,,,,,,,,9.0,19.0,6.0,16.0,0.0,2.0
player_f608eabd8df3,#1421,649.0,318.0,331.0,0.96,0.0,,,,,,,,,,,,,#1478,,,,,,3075.0,4061.0,13.0,66.5,15214.0,4658.0,,,,,,,#765,,,,,,,,,,,,44.0,150.0,41.0,125.0,3.0,31.0
player_4a61a3514bc7,#1422,648.0,299.0,349.0,0.86,0.0,,,,,,,,,,,,,#2376,,,,,,1570.0,2309.0,8.0,10.5,7831.0,3009.0,,,,,,,#3189,,,,,,,,,,,,4.0,23.0,3.0,11.0,0.0,5.0
player_4a61a3514bc7,#1422,648.0,299.0,349.0,0.86,0.0,,,,,,,,,,,,,#2376,,,,,,1570.0,2309.0,8.0,10.5,7831.0,3009.0,,,,,,,#3307,,,,,,,,,,,,4.0,23.0,3.0,11.0,0.0,5.0
player_54ec3b8410e2,#1424,648.0,291.0,357.0,0.82,0.0,,,,,,,,,,,,,#1973,,,,,,2085.0,3758.0,15.0,36.0,11245.0,3302.0,,,,,,,#860,,,,,,,,,,,,36.0,117.0,42.0,114.0,8.0,22.0
player_e07e7a4831a9,#1425,647.0,269.0,378.0,0.71,0.0,,,,,,,,,,,,,#2356,,,,,,1590.0,4756.0,8.0,33.5,35206.0,9467.0,,,,,,,#1572,,,,,,,,,,,,14.0,47.0,9.0,55.0,4.0,13.0
player_3a40ad6d89d8,#1426,646.0,366.0,280.0,1.31,0.0,,,,,,,,,,,,,#1296,,,,,,3639.0,3421.0,39.0,95.5,37983.0,10187.0,,,,,,,#1071,,,,,,,,,,,,26.0,118.0,12.0,38.0,14.0,37.0
player_e97d59f284a9,#1427,646.0,297.0,349.0,0.85,0.0,,,,,,,,,,,,,#1089,,,,,,4517.0,3013.0,25.0,77.0,38479.0,15714.0,,,,,,,#1318,,,,,,,,,,,,19.0,93.0,49.0,123.0,2.0,17.0
player_c59990eae3e1,#1428,646.0,261.0,385.0,0.68,0.0,,,,,,,,,,,,,#1506,,,,,,3024.0,3848.0,6.0,18.0,938.0,5348.0,,,,,,,#1895,,,,,,,,,,,,10.0,64.0,20.0,80.0,3.0,15.0
player_0de66327c1a2,#1430,645.0,304.0,341.0,0.89,0.0,,,,,,,,,,,,,#1189,,,,,,4087.0,2798.0,25.0,67.0,10311.0,5863.0,,,,,,,#962,,,,,,,,,,,,31.0,96.0,38.0,67.0,2.0,12.0
player_94a9e30b2ee5,#1431,644.0,350.0,294.0,1.19,0.0,,,,,,,,,,,,,#1192,,,,,,4081.0,3579.0,15.0,83.5,13190.0,5816.0,,,,,,,#391,,,,,,,,,,,,105.0,339.0,9.0,45.0,14.0,53.0
player_a64a25faec17,#1432,644.0,265.0,379.0,0.7,0.0,,,,,,,,,,,,,#1810,,,,,,2372.0,2972.0,12.0,35.0,7437.0,3302.0,,,,,,,#2609,,,,,,,,,,,,6.0,25.0,20.0,62.0,0.0,4.0
player_318e336e61dc,#1433,644.0,291.0,353.0,0.82,0.0,,,,,,,,,,,,,#1852,,,,,,2280.0,2672.0,17.0,30.5,13380.0,3562.0,,,,,,,#2148,,,,,,,,,,,,8.0,44.0,37.0,108.0,1.0,14.0
player_3a64e74ba211,#1434,644.0,257.0,387.0,0.66,0.0,,,,,,,,,,,,,#2177,,,,,,1796.0,2692.0,27.0,54.0,17972.0,3533.0,,,,,,,#1031,,,,,,,,,,,,28.0,113.0,5.0,30.0,0.0,8.0
player_4ef9e6246ba3,#1435,641.0,265.0,376.0,0.7,0.0,,,,,,,,,,,,,#1678,,,,,,2624.0,4415.0,15.0,33.5,4978.0,3568.0,,,,,,,#1487,,,,,,,,,,,,16.0,108.0,4.0,24.0,3.0,13.0
player_840876fcf101,#1436,641.0,283.0,358.0,0.79,0.0,,,,,,,,,,,,,#2152,,,,,,1835.0,4057.0,15.0,34.5,13709.0,4266.0,,,,,,,#1087,,,,,,,,,,,,26.0,89.0,20.0,52.0,6.0,34.0
player_3274f5642387,#1437,640.0,331.0,309.0,1.07,0.0,,,,,,,,,,,,,#672,,,,,,7842.0,4658.0,15.0,140.5,6067.0,12342.0,,,,,,,#1445,,,,,,,,,,,,17.0,71.0,13.0,31.0,2.0,14.0
player_7dd67948b92c,#1438,640.0,307.0,333.0,0.92,0.0,,,,,,,,,,,,,#1238,,,,,,3900.0,2768.0,15.0,45.5,13368.0,9895.0,,,,,,,#3128,,,,,,,,,,,,4.0,39.0,3.0,18.0,2.0,11.0
player_7dd67948b92c,#1438,640.0,307.0,333.0,0.92,0.0,,,,,,,,,,,,,#1238,,,,,,3900.0,2768.0,15.0,45.5,13368.0,9895.0,,,,,,,#3246,,,,,,,,,,,,4.0,39.0,3.0,18.0,2.0,11.0
player_e6f6da89351c,#1439,640.0,262.0,378.0,0.69,0.0,,,,,,,,,,,,,#1377,,,,,,3382.0,3709.0,17.0,47.5,16139.0,5958.0,,,,,,,#1762,,,,,,,,,,,,12.0,60.0,14.0,63.0,0.0,9.0
player_dedc242d7ef3,#1440,639.0,280.0,359.0,0.78,0.0,,,,,,,,,,,,,#1219,,,,,,3976.0,4320.0,14.0,78.0,59088.0,12901.0,,,,,,,#3784,,,,,,,,,,,,3.0,49.0,1.0,23.0,1.0,10.0
player_98f8de3b964c,#1441,639.0,298.0,341.0,0.87,0.0,,,,,,,,,,,,,#1276,,,,,,3721.0,2986.0,32.0,104.5,12756.0,7642.0,,,,,,,#780,,,,,,,,,,,,42.0,199.0,19.0,52.0,7.0,21.0
player_e721e319e5f9,#1442,639.0,290.0,348.0,0.83,1.0,,,,,,,,,,,,,#1280,,,,,,3701.0,3405.0,18.0,61.5,28631.0,10237.0,,,,,,,#518,,,,,,,,,,,,75.0,194.0,12.0,55.0,7.0,37.0
player_b29adde85919,#1444,638.0,287.0,351.0,0.82,0.0,,,,,,,,,,,,,#1379,,,,,,3377.0,3078.0,19.0,70.0,11107.0,2998.0,,,,,,,#1237,,,,,,,,,,,,21.0,109.0,21.0,60.0,8.0,21.0
player_f5f484a3c9c4,#1445,638.0,321.0,316.0,1.02,1.0,,,,,,,,,,,,,#1062,,,,,,4684.0,5067.0,11.0,41.5,1257.0,9038.0,,,,,,,#997,,,,,,,,,,,,29.0,106.0,21.0,63.0,7.0,29.0
player_f5f484a3c9c4,#1445,638.0,321.0,316.0,1.02,1.0,,,,,,,,,,,,,#1062,,,,,,4684.0,5067.0,11.0,41.5,1257.0,9038.0,,,,,,,#1004,,,,,,,,,,,,29.0,106.0,21.0,63.0,7.0,29.0
player_63a265c08a32,#1446,637.0,290.0,347.0,0.84,0.0,,,,,,,,,,,,,#1345,,,,,,3463.0,3480.0,19.0,40.0,11032.0,6383.0,,,,,,,#2005,,,,,,,,,,,,9.0,33.0,2.0,25.0,1.0,10.0
player_76adbefd8010,#1447,637.0,312.0,323.0,0.97,2.0,,,,,,,,,,,,,#806,,,,,,6494.0,4104.0,15.0,107.0,24290.0,15463.0,,,,,,,#1426,,,,,,,,,,,,17.0,79.0,11.0,40.0,2.0,12.0
player_6a36b7d00c09,#1449,636.0,283.0,353.0,0.8,0.0,,,,,,,,,,,,,#1220,,,,,,3973.0,3777.0,37.0,73.0,8707.0,4319.0,,,,,,,#865,,,,,,,,,,,,36.0,134.0,17.0,54.0,7.0,29.0
player_d39e30955e50,#1450,636.0,246.0,390.0,0.63,0.0,,,,,,,,,,,,,#4041,,,,,,664.0,2969.0,7.0,17.5,3495.0,1210.0,,,,,,,#1224,,,,,,,,,,,,21.0,91.0,24.0,71.0,7.0,27.0
player_7c8c8ef75da1,#1451,635.0,276.0,359.0,0.77,0.0,,,,,,,,,,,,,#1877,,,,,,2242.0,2996.0,22.0,23.5,9190.0,4313.0,,,,,,,#1938,,,,,,,,,,,,10.0,39.0,3.0,9.0,3.0,13.0
player_5f5a042cc303,#1452,635.0,300.0,335.0,0.9,0.0,,,,,,,,,,,,,#1063,,,,,,4682.0,3687.0,19.0,52.5,5577.0,8733.0,,,,,,,#1536,,,,,,,,,,,,15.0,107.0,18.0,71.0,4.0,22.0
player_a2f07a060710,#1453,635.0,286.0,349.0,0.82,0.0,,,,,,,,,,,,,#1613,,,,,,2747.0,3943.0,8.0,52.0,8415.0,3603.0,,,,,,,#1045,,,,,,,,,,,,27.0,104.0,12.0,50.0,4.0,28.0
player_a2f07a060710,#1453,635.0,286.0,349.0,0.82,0.0,,,,,,,,,,,,,#1613,,,,,,2747.0,3943.0,8.0,52.0,8415.0,3603.0,,,,,,,#1048,,,,,,,,,,,,27.0,88.0,48.0,120.0,3.0,25.0
player_a2f07a060710,#1453,635.0,286.0,349.0,0.82,0.0,,,,,,,,,,,,,#1717,,,,,,2538.0,3321.0,12.0,81.0,12154.0,3144.0,,,,,,,#1045,,,,,,,,,,,,27.0,104.0,12.0,50.0,4.0,28.0
player_a2f07a060710,#1453,635.0,286.0,349.0,0.82,0.0,,,,,,,,,,,,,#1717,,,,,,2538.0,3321.0,12.0,81.0,12154.0,3144.0,,,,,,,#1048,,,,,,,,,,,,27.0,88.0,48.0,120.0,3.0,25.0
player_7b0ddd0a7b84,#1454,635.0,268.0,367.0,0.73,0.0,,,,,,,,,,,,,#2433,,,,,,1517.0,3395.0,16.0,35.5,17903.0,4266.0,,,,,,,#1927,,,,,,,,,,,,10.0,96.0,0.0,8.0,3.0,12.0
player_34b320b4b69a,#1455,634.0,294.0,340.0,0.86,0.0,,,,,,,,,,,,,#1122,,,,,,4349.0,4554.0,9.0,28.0,352.0,8452.0,,,,,,,#785,,,,,,,,,,,,42.0,137.0,10.0,41.0,11.0,42.0
player_98395e51857a,#1456,633.0,303.0,325.0,0.93,5.0,,,,,,,,,,,,,#774,,,,,,6733.0,7196.0,9.0,175.0,49189.0,17727.0,,,,,,,#1320,,,,,,,,,,,,19.0,34.0,11.0,40.0,5.0,6.0
player_98395e51857a,#1456,633.0,303.0,325.0,0.93,5.0,,,,,,,,,,,,,#774,,,,,,6733.0,7196.0,9.0,175.0,49189.0,17727.0,,,,,,,#1320,,,,,,,,,,,,19.0,34.0,11.0,40.0,5.0,6.0
player_6f9fced1bcda,#1457,633.0,265.0,368.0,0.72,0.0,,,,,,,,,,,,,#1805,,,,,,2376.0,4520.0,4.0,46.5,991.0,4434.0,,,,,,,#2554,,,,,,,,,,,,6.0,62.0,5.0,22.0,2.0,16.0
player_fe7850ca23d6,#1458,633.0,290.0,342.0,0.85,1.0,,,,,,,,,,,,,#1147,,,,,,4250.0,2848.0,36.0,62.5,13364.0,4122.0,,,,,,,#797,,,,,,,,,,,,41.0,100.0,13.0,28.0,2.0,29.0
player_b3cdf2883a42,#1459,632.0,246.0,386.0,0.64,0.0,,,,,,,,,,,,,#2294,,,,,,1652.0,3603.0,5.0,26.5,2636.0,6941.0,,,,,,,#2357,,,,,,,,,,,,7.0,45.0,8.0,37.0,3.0,10.0
player_44d7f2d7d8b9,#1460,632.0,274.0,358.0,0.77,0.0,,,,,,,,,,,,,#3423,,,,,,865.0,3152.0,7.0,29.0,8291.0,1915.0,,,,,,,#2508,,,,,,,,,,,,6.0,39.0,1.0,7.0,1.0,9.0
player_9e3e97fd1691,#1461,631.0,265.0,364.0,0.73,2.0,,,,,,,,,,,,,#1532,,,,,,2953.0,4993.0,19.0,49.5,11956.0,5417.0,,,,,,,#809,,,,,,,,,,,,40.0,131.0,23.0,71.0,2.0,13.0
player_00704b8b8613,#1462,630.0,276.0,354.0,0.78,0.0,,,,,,,,,,,,,#1858,,,,,,2273.0,4412.0,14.0,58.0,38853.0,8843.0,,,,,,,#3382,,,,,,,,,,,,4.0,10.0,3.0,19.0,2.0,6.0
player_0f43be86830d,#1463,630.0,256.0,374.0,0.68,0.0,,,,,,,,,,,,,#1834,,,,,,2313.0,3531.0,11.0,36.5,14456.0,6764.0,,,,,,,#971,,,,,,,,,,,,31.0,121.0,6.0,36.0,6.0,52.0
player_a7193876cf3d,#1464,630.0,280.0,350.0,0.8,0.0,,,,,,,,,,,,,#1610,,,,,,2751.0,2487.0,56.0,44.5,10309.0,2920.0,,,,,,,#1351,,,,,,,,,,,,18.0,42.0,35.0,59.0,2.0,14.0
player_ff15c2eba474,#1465,630.0,297.0,333.0,0.89,0.0,,,,,,,,,,,,,#1227,,,,,,3951.0,3786.0,16.0,68.0,26651.0,6654.0,,,,,,,#1367,,,,,,,,,,,,18.0,66.0,25.0,76.0,4.0,19.0
player_b2a43f6eb927,#1466,630.0,299.0,331.0,0.9,0.0,,,,,,,,,,,,,#1838,,,,,,2308.0,4113.0,15.0,55.5,16836.0,11600.0,,,,,,,#668,,,,,,,,,,,,52.0,174.0,7.0,35.0,4.0,21.0
player_46b6fb780272,#1467,629.0,247.0,382.0,0.65,0.0,,,,,,,,,,,,,#1687,,,,,,2608.0,3830.0,6.0,41.0,2471.0,8984.0,,,,,,,#4364,,,,,,,,,,,,2.0,17.0,0.0,4.0,0.0,3.0
player_4a9ab8ae907e,#1468,629.0,231.0,398.0,0.58,0.0,,,,,,,,,,,,,#3509,,,,,,832.0,2200.0,14.0,18.5,9257.0,2867.0,,,,,,,#2929,,,,,,,,,,,,5.0,22.0,3.0,10.0,1.0,5.0
player_3838cd61588e,#1470,627.0,277.0,349.0,0.79,1.0,,,,,,,,,,,,,#852,,,,,,5980.0,4975.0,17.0,102.5,30331.0,8319.0,,,,,,,#3915,,,,,,,,,,,,3.0,15.0,6.0,24.0,1.0,2.0
player_f55d5da5352d,#1471,627.0,329.0,298.0,1.1,0.0,,,,,,,,,,,,,#1315,,,,,,3557.0,2923.0,25.0,84.0,10040.0,8871.0,,,,,,,#1613,,,,,,,,,,,,14.0,34.0,48.0,116.0,2.0,7.0
player_3f48178f4010,#1472,626.0,276.0,350.0,0.79,0.0,,,,,,,,,,,,,#1992,,,,,,2054.0,3381.0,9.0,40.0,20837.0,4399.0,,,,,,,#1847,,,,,,,,,,,,11.0,44.0,19.0,60.0,1.0,8.0
player_bc7ca5123fa8,#1473,625.0,262.0,363.0,0.72,0.0,,,,,,,,,,,,,#2146,,,,,,1839.0,3036.0,15.0,39.5,11497.0,2647.0,,,,,,,#1730,,,,,,,,,,,,12.0,63.0,19.0,66.0,3.0,14.0
player_742906c5f356,#1474,625.0,275.0,348.0,0.79,2.0,,,,,,,,,,,,,#1524,,,,,,2979.0,3311.0,14.0,55.5,13175.0,4757.0,,,,,,,#1675,,,,,,,,,,,,13.0,80.0,18.0,59.0,1.0,22.0
player_17976b30e9d4,#1475,624.0,302.0,322.0,0.94,0.0,,,,,,,,,,,,,#1084,,,,,,4539.0,5147.0,19.0,70.5,14548.0,7683.0,,,,,,,#628,,,,,,,,,,,,58.0,228.0,9.0,44.0,8.0,25.0
player_201838dab1ab,#1476,624.0,329.0,291.0,1.13,4.0,,,,,,,,,,,,,#629,,,,,,8468.0,7165.0,14.0,170.5,55033.0,20996.0,,,,,,,#2904,,,,,,,,,,,,5.0,12.0,23.0,48.0,0.0,3.0
player_745d1448dffe,#1477,623.0,228.0,395.0,0.58,0.0,,,,,,,,,,,,,#1754,,,,,,2477.0,3987.0,8.0,68.5,1407.0,997.0,,,,,,,#813,,,,,,,,,,,,40.0,130.0,76.0,161.0,13.0,29.0
player_4550720a1879,#1478,623.0,283.0,340.0,0.83,0.0,,,,,,,,,,,,,#1768,,,,,,2447.0,3186.0,16.0,30.0,5049.0,1877.0,,,,,,,#1052,,,,,,,,,,,,27.0,111.0,22.0,62.0,3.0,18.0
player_56beeb142d1e,#1479,622.0,301.0,315.0,0.96,6.0,,,,,,,,,,,,,#742,,,,,,7072.0,6983.0,11.0,139.0,35321.0,13742.0,,,,,,,#2981,,,,,,,,,,,,5.0,19.0,140.0,364.0,0.0,3.0
player_56beeb142d1e,#1479,622.0,301.0,315.0,0.96,6.0,,,,,,,,,,,,,#742,,,,,,7072.0,6983.0,11.0,139.0,35321.0,13742.0,,,,,,,#2981,,,,,,,,,,,,5.0,19.0,140.0,364.0,0.0,3.0
player_49f3925c1f0e,#1480,620.0,238.0,382.0,0.62,0.0,,,,,,,,,,,,,#1742,,,,,,2501.0,3035.0,6.0,24.5,958.0,3791.0,,,,,,,#992,,,,,,,,,,,,29.0,75.0,42.0,87.0,2.0,14.0
player_9e0df17faeb0,#1482,619.0,275.0,343.0,0.8,1.0,,,,,,,,,,,,,#830,,,,,,6245.0,5477.0,11.0,134.5,39345.0,16336.0,,,,,,,#2178,,,,,,,,,,,,8.0,39.0,5.0,12.0,0.0,7.0
player_415e50a2ddad,#1484,618.0,264.0,354.0,0.75,0.0,,,,,,,,,,,,,#2085,,,,,,1937.0,5119.0,8.0,47.5,11167.0,2953.0,,,,,,,#1196,,,,,,,,,,,,22.0,104.0,11.0,50.0,2.0,19.0
player_392033aae7a5,#1485,617.0,327.0,290.0,1.13,0.0,,,,,,,,,,,,,#1091,,,,,,4513.0,3461.0,25.0,105.5,24294.0,13609.0,,,,,,,#575,,,,,,,,,,,,65.0,208.0,16.0,55.0,7.0,33.0
player_75bf13a927e7,#1487,616.0,277.0,339.0,0.82,0.0,,,,,,,,,,,,,#1279,,,,,,3709.0,3635.0,12.0,63.0,31177.0,10175.0,,,,,,,#1734,,,,,,,,,,,,12.0,51.0,16.0,46.0,1.0,8.0
player_c8fbf9062c78,#1491,614.0,288.0,326.0,0.88,0.0,,,,,,,,,,,,,#2019,,,,,,2017.0,3415.0,13.0,24.0,6422.0,3695.0,,,,,,,#770,,,,,,,,,,,,43.0,161.0,4.0,25.0,4.0,28.0
player_fe747a7e5cd4,#1493,613.0,257.0,356.0,0.72,0.0,,,,,,,,,,,,,#1908,,,,,,2200.0,3432.0,17.0,58.0,32962.0,9669.0,,,,,,,#1921,,,,,,,,,,,,10.0,39.0,9.0,25.0,1.0,5.0
player_5d4d18f6ff62,#1495,612.0,260.0,352.0,0.74,0.0,,,,,,,,,,,,,#2549,,,,,,1392.0,2495.0,10.0,39.5,36448.0,8734.0,,,,,,,#3424,,,,,,,,,,,,4.0,29.0,12.0,46.0,3.0,6.0
player_1cf227e52edc,#1496,612.0,238.0,374.0,0.64,0.0,,,,,,,,,,,,,#2346,,,,,,1603.0,2358.0,15.0,35.5,14583.0,2998.0,,,,,,,#2010,,,,,,,,,,,,9.0,43.0,19.0,45.0,4.0,13.0
player_472a266e7127,#1497,612.0,253.0,359.0,0.7,0.0,,,,,,,,,,,,,#3270,,,,,,936.0,2569.0,6.0,17.0,7842.0,3187.0,,,,,,,#1981,,,,,,,,,,,,10.0,49.0,10.0,33.0,3.0,11.0
player_c62332681abd,#1498,611.0,255.0,356.0,0.72,0.0,,,,,,,,,,,,,#2304,,,,,,1647.0,2658.0,9.0,28.0,10355.0,2363.0,,,,,,,#2577,,,,,,,,,,,,6.0,40.0,7.0,39.0,1.0,3.0
player_2ca237cf6c4e,#1499,610.0,302.0,308.0,0.98,0.0,,,,,,,,,,,,,#915,,,,,,5553.0,2847.0,40.0,115.0,47705.0,14826.0,,,,,,,#1713,,,,,,,,,,,,12.0,43.0,32.0,83.0,1.0,10.0
player_8bac9990d775,#1500,610.0,265.0,345.0,0.77,0.0,,,,,,,,,,,,,#1184,,,,,,4093.0,3141.0,20.0,41.5,5121.0,3892.0,,,,,,,#740,,,,,,,,,,,,45.0,119.0,10.0,27.0,3.0,16.0
player_817fcc8e51de,#1503,607.0,267.0,339.0,0.79,1.0,,,,,,,,,,,,,#2860,,,,,,1162.0,2419.0,15.0,24.5,13292.0,2708.0,,,,,,,#2471,,,,,,,,,,,,7.0,42.0,2.0,8.0,0.0,7.0
player_b847df50e5e2,#1505,606.0,325.0,281.0,1.16,0.0,,,,,,,,,,,,,#1057,,,,,,4706.0,6218.0,41.0,98.5,37070.0,7256.0,,,,,,,#2697,,,,,,,,,,,,6.0,37.0,24.0,112.0,5.0,26.0
player_555483c57960,#1506,604.0,254.0,349.0,0.73,1.0,,,,,,,,,,,,,#2645,,,,,,1319.0,4081.0,8.0,34.0,15408.0,6014.0,,,,,,,#2858,,,,,,,,,,,,5.0,33.0,0.0,7.0,0.0,4.0
player_06367b05ddac,#1508,601.0,289.0,312.0,0.93,0.0,,,,,,,,,,,,,#1382,,,,,,3366.0,3512.0,33.0,96.5,64219.0,16857.0,,,,,,,#2649,,,,,,,,,,,,6.0,46.0,12.0,36.0,2.0,32.0
player_716192ea85dc,#1509,601.0,247.0,354.0,0.7,0.0,,,,,,,,,,,,,#1502,,,,,,3030.0,3208.0,18.0,67.5,9079.0,6347.0,,,,,,,#1608,,,,,,,,,,,,14.0,69.0,13.0,32.0,4.0,14.0
player_d1da4832e445,#1510,600.0,286.0,314.0,0.91,0.0,,,,,,,,,,,,,#843,,,,,,6065.0,2906.0,23.0,101.0,28766.0,10248.0,,,,,,,#2238,,,,,,,,,,,,8.0,68.0,8.0,27.0,7.0,26.0
